"age_at_death","birth_date","died","eva_count","eva_duration","fai_flights_count","fai_flights_duration","flown","name","nationality","non_fai_flight_flight_count","non_fai_flight_flight_duration","selection_group","significant_flight_count","significant_flight_duration","status"
"","1955-01-16","","1","4h 59m","0","","False","Jerry Michael Linenger","American","0","","NASA Group 14","0","","Retired"
"","1957-09-19","","6","18h 11m","0","","False","Richard Michael Linnehan","American","0","","NASA Group 14","0","","Inactive"
"","1957-10-04","","0","","0","","False","Gregory Thomas Linteris","American","0","","","0","","Retired"
"76.9","1935-09-05","2012-07-31","0","","0","","False","Mikhail Ivanovich Lisun","Russian","0","","Air Force Group 3","0","","Deceased"
"80.2","1933-04-22","2013-07-02","0","","0","","False","John Anthony Llewellyn""Tony""","American","0","","NASA Group 6","0","","Deceased"
"","1956-04-28","","0","","0","","False","Paul Scott Lockhart","American","0","","NASA Group 16","0","","Retired"
"","1965-04-03","","2","10h 26m","0","","False","Yuri V. Lonchakov","Russian","0","","Air Force Group 12","0","","Retired"
"","1958-05-30","","10","19h 40m","0","","False","Michael Eladio Lopez-Alegria","American","0","","NASA Group 14","0","","Retired"
"","1950-02-08","","0","","0","","False","Jose Armando Lopez-Falcon","Cuban","0","","1978 Intercosmos Group","0","","Retired"
"","1960-07-09","","0","","0","","False","Christopher Joseph Loria""Gus""","American","0","","NASA Group 16","0","","Retired"
"","1963-05-08","","0","","0","","False","Clemens Lothaller","Austrian","0","","Austrian Commercial Group","0","","Retired"
"64.7","1946-06-28","2011-03-01","0","","0","","False","John Michael Lounge""Mike""","American","0","","NASA Group 9","0","","Deceased"
"","1936-02-29","","2","11h 14m","0","","False","Jack Robert Lousma","American","0","","NASA Group 5","0","","Retired"
"","1966-06-08","","2","15h 23m","0","","False","Stanley Glen Love","American","0","","NASA Group 17","0","","Inactive"
"52.1","1956-02-19","2008-03-16","1","5h 50m","0","","False","George David Low","American","0","","NASA Group 10","0","","Deceased"
"","1963-07-01","","1","6h 14m","0","","False","Edward Tsang Lu","American","0","","NASA Group 15","0","","Retired"
"","China","","0","","0","","False","Zhang Lu","Chinese","0","","Group 2","0","","Active"
"","1958-09-22","","0","","0","","False","Vasili Yuryevich Lukyanyuk","Russian","0","","IMBP Group 5","0","","Retired"
"","1941-07-20","","3","7h 7m","0","","False","Vladimir A. Lyakhov","Russian","0","","Air Force Group 4","0","","Retired"
"","1946-06-03","","0","","0","","False","Malcom Webb Lydon","American","0","","MSE Group 1","0","","Retired"
"","1955-11-20","","0","","0","","False","Timothy Kristian Mace","British","0","","British Commercial Group","0","","Deceased"
"","1937-10-11","","0","","0","","False","Georgi Vladimirovich Machinski","Russian","0","","IMBP Group 1","0","","Retired"
"","Scotland","","0","","0","","False","David Mackay","American","0","","SpaceShipTwo","0","",""
"","1954-12-14","","1","7h 11m","0","","False","Steven G. MacLean","Canadian","0","","CSA Group 1","0","","Retired"
"","1964-10-30","","0","","0","","False","Sandra Hall Magnus","American","0","","NASA Group 16","0","","Retired"
"","1949-08-08","","0","","0","","False","Bela Magyari","Hungarian","0","","1978 Intercosmos Group","0","","Retired"
"70.4","1933-01-06","2003-05-28","0","","0","","False","Oleg G. Makarov","Russian","0","","Energia Engineer Group 1","0","","Deceased"
"","1940-01-14","","0","","0","","False","Valery Grigoryevich Makrushin","Russian","0","","Almaz Engineer Group 1","0","","Retired"
"","1950-07-16","","0","","0","","False","Valery Yevgenyevich Maksimenko","Russian","0","","Buran Group 3 Supplemental","0","","Retired"
"","1961-12-22","","6","11h 16m","0","","False","Yuri I. Malenchenko","Russian","0","","Air Force Group 8","0","","Retired"
"","1946-10-10","","0","","0","","False","Franco Egidio  Malerba","Italian","0","","Spacelab Payload Specialists Group 1","0","","Inactive"
"","1943-12-25","","0","","0","","False","Ravish Malhotra","Indian","0","","International Group","0","","Retired"
"58.2","1941-08-27","1999-11-08","0","","0","","False","Yuri V. Malyshev","Russian","0","","Air Force Group 4","0","","Deceased"
"","1950-06-01","","3","12h 43m","0","","False","Gennadi M. Manakov","Russian","0","","Buran Group 2","0","","Retired"
"","1951-03-22","","7","10h 32m","0","","False","Musa K. Manarov","Russian","0","","Energia Engineer Group 5","0","","Retired"
"","1953-02-16","","0","","0","","False","Michael Ray Mantz","American","0","","MSE Group 2","0","","Retired"
"","1960-08-29","","4","29m","0","","False","Thomas H. Marshburn","American","0","","NASA Group 19","0","","Active"
"","1962-08-19","","4","6h 44m","0","","False","Michael J. Massimino","American","0","","NASA Group 16","0","","Inactive"
"","1960-02-11","","9","5h 4m","0","","False","Richard Alan Mastracchio""Rick""","American","0","","NASA Group 16","0","","Inactive"
"","United States","","0","","0","","False","Michael Masucci","American","0","","SpaceShipTwo","0","","Active"
"","1954-01-20","","0","","0","","False","Mohammed Dauran Ghulam Masum","Afghan","0","","International Group","0","","Retired"
"71.8","1927-09-04","1999-06-18","0","","0","","False","Aleksandr Nikolayevich Matinchenko","Russian","0","","Air Force Group 2","0","","Deceased"
"","1983-04-25","","0","","0","","False","Denis Vladimirovich Matveyev","Russian","0","","Air Force Group 15","0","","Active"
"","1970-03-18","","0","","0","","False","Matthias Maurer","German","0","","2009 ESA Group","0","","Active"
"","1954-09-14","","0","","0","","False","Itzhak Mayo","Israeli","0","","IDF Astronaut Selection","0","","Retired"
"","1971-08-30","","0","","0","","False","K.  Megan McArthur","American","0","","NASA Group 18","0","","Active"
"","1943-08-14","","0","","0","","False","Jon Andrew McBride","American","0","","NASA Group 8","0","","Retired"
"","1979-06-07","","0","","0","","False","Anne Charlotte McClain","American","0","","NASA Group 21","0","","Active"
"41.4","1961-09-23","2003-02-01","0","","0","","False","William Cameron McCool","American","0","","NASA Group 16","0","","Deceased"
"","1943-08-04","","0","","0","","False","Michael James McCulley","American","0","","NASA Group 10","0","","Retired"
"","1929-06-01","","2","1h 53m","0","","False","James Alton McDivitt""Jim""","American","0","","NASA Group 2","0","","Retired"
"52.4","1922-12-08","1975-04-15","0","","0","","False","John Barron McKay","American","0","","Man In Space Soonest","28","4h 13m 41s","Deceased"
"","1963-05-10","","0","","0","","False","Michael John McKay","Canadian","0","","CSA Group 2","0","","Resigned"
"","1952-05-14","","0","","0","","False","Donald Ray McMonagle""Don""","American","0","","NASA Group 12","0","","Retired"
"35.3","1950-10-21","1986-01-28","0","","0","","False","Ronald Erwin McNair","American","0","","NASA Group 8","1","1m 13s","Deceased"
"","1950-11-16","","1","6h 51m","0","","False","Carl Joseph Meade","American","0","","NASA Group 11","0","","Retired"
"","1977-07-15","","0","","0","","False","Jessica Ulrika Meir","American","0","","NASA Group 21","0","","Active"
"","1949-12-05","","0","","0","","False","Bruce Edward Melnick","American","0","","NASA Group 12","0","","Retired"
"","1961-09-17","","0","","0","","False","Pamela Ann Melroy","American","0","","NASA Group 15","0","","Retired"
"","1940-11-30","","0","","0","","False","Michael W. Melvill","American","0","","SpaceShipOne","0","","Active"
"","1964-02-15","","0","","0","","False","Leland Devon Melvin""Lee""","American","0","","NASA Group 17","0","","Inactive"
"","1941-06-20","","0","","0","","False","Ulf   Merbold","German","0","","Spacelab Payload Specialists Group 1","0","","Retired"
"","1960-10-25","","0","","0","","False","Marianne Merchez","Belgian","0","","1992 ESA Group","0","","Retired"
"","1945-05-21","","0","","0","","False","Ernst Willi Messerschmid","German","0","","Spacelab Payload Specialists Group","0","","Retired"
"","1975-05-02","","0","","0","","False","Dorothy M. Metcalf-Lindenburger","American","0","","NASA Group 19","0","","Inactive"
"","1965-12-07","","0","","0","","False","Vyacheslav Georgyevich Meytarchan","Ukrainian","0","","Ukraine Group","0","","Inactive"
"80.7","1934-06-05","2015-02-26","0","","0","","False","Frank Curtis Michel","American","0","","NASA Group 4","0","","Deceased"
"","1964-08-03","","0","","0","","False","Joan Elizabeth Higginbothamnee: Miller","American","0","","NASA Group 16","0","","Retired"
"","1977-09-23","","4","4h 14m","0","","False","Aleksandr Aleksandrovich Misurkin","Russian","0","","Air Force Group 14","0","","Active"
"85.4","1930-09-17","2016-02-04","2","9h 23m","0","","False","Edgar Dean Mitchell","American","0","","NASA Group 5","0","","Deceased"
"","1976-11-02","","0","","0","","False","Andreas Mogensen","Danish","0","","2009 ESA Group","0","","Active"
"","1984","","0","","0","","False","Jasmin Moghbeli","American","0","","NASA Group 22","0","",""
"","1959-01-01","","0","","0","","False","Abdul Ahad Mohmand","Afghan","0","","International Group","0","","Retired"
"","1948-01-29","","0","","0","","False","Mamoru   Mohri","Japanese","0","","NASDA Group 1","0","","Inactive"
"","1935-01-04","","0","","0","","False","Kenneth Eric Money","Canadian","0","","CSA Group 1","0","","Resigned"
"","1976-02-05","","0","","0","","False","Andrew Richard Morgan","American","0","","NASA Group 21","0","","Active"
"","1951-11-28","","0","","0","","False","Barbara Radding Morgan","American","0","","NASA Teacher In Space Program","0","","Retired"
"","1952-09-09","","2","14h 7m","0","","False","Lee Miller Emile Morin","American","0","","NASA Group 16","0","","Inactive"
"","1985-08-22","","0","","0","","False","Syvantoslav Andreivich Morozov","Russian","0","","Energia Engineer Group 18","0","","Retired"
"64.3","1950-10-01","2015-01-01","0","","0","","False","Boris Vladimirovich Morukov","Russian","0","","IMBP Group 5","0","","Deceased"
"","1954-01-17","","0","","0","","False","Sergey Ivanovich Moshchenko","Russian","0","","Khrunichev Engineer Group","0","","Retired"
"","1964-04-23","","0","","0","","False","Oleg Yuriyevich Moshkin","Russian","0","","Air Force Group 12","0","","Retired"
"55.9","1949-01-01","2004-11-25","0","","0","","False","Nikolai Tikhonovich Moskalenko","Russian","0","","Air Force Group 6","0","","Deceased"
"","1944-02-22","","0","","0","","False","Vladimir Yemeliyanovich Mosolov","Russian","0","","Buran Group 1","0","","Retired"
"","1952-05-06","","0","","0","","False","Chiaki   Mukai","Japanese","0","","NASDA Group 1","0","","Inactive"
"","1966-03-11","","0","","0","","False","Pavel Pavlovich Mukhortov","Russian","0","","Journalist Group","0","","Retired"
"","1945-09-10","","0","","0","","False","Richard Michael Mullane""Mike""","American","0","","NASA Group 8","0","","Retired"
"","1951-01-07","","8","18h 36m","0","","False","Talgat Amangeldievich  Musabayev","Kazakh","0","","Air Force Group 11 Supplemental","0","","Retired"
"","1935-08-19","","4","1h 42m","0","","False","Franklin Story Musgrave","American","0","","NASA Group 6","0","","Retired"
"","1972-07-27","","0","","0","","False","Sheikh Sukhor Muszaphar","Malaysian","0","","Angkasawan Group","0","","Active"
"67.8","1946-10-17","2014-08-21","0","","0","","False","Steven Ray Nagel","American","0","","NASA Group 8","0","","Deceased"
"","1942-09-29","","0","","0","","False","Clarence William Nelson""Bill""","American","0","","","0","","Retired"
"","1950-07-13","","2","9h 29m","0","","False","George Driver Nelson""Pinky""","American","0","","NASA Group 8","0","","Retired"
"31.9","1934-03-31","1966-02-18","0","","0","","False","Grigori Grigoyevich Nelyubov","Russian","0","","Air Force Group 1","0","","Deceased"
"","1957-04-06","","0","","0","","False","Paolo Alberto Nespoli","Italian","0","","1998 ESA Group","0","","Active"
"","1932-04-11","","0","","0","","False","Francis Gregory Neubeck","American","0","","USAF MOL Group 1","0","","Retired"
"","1956-10-16","","6","19h 13m","0","","False","James Hansen Newman""Jim""","American","0","","NASA Group 13","0","","Retired"
"","United States","","0","","0","","False","Clint Nichols","American","0","","SpaceShipTwo","0","","Active"
"","1944-09-02","","1","8h 10m","0","","False","Claude   Nicollier","Swiss","0","","Spacelab Payload Specialists Group 1","0","","Retired"
"74.8","1929-09-05","2004-07-03","0","","0","","False","Andrian Grigoryevich  Nikolayev","Russian","0","","Air Force Group 1","0","","Deceased"
"","1965-04-15","","3","20h 5m","0","","False","Soichi   Noguchi","Japanese","0","","NASDA Group 3","0","","Active"
"","1959-10-08","","3","19h 20m","0","","False","Carlos Ismael Noriega","American","0","","NASA Group 15","0","","Retired"
"","1971-10-12","","0","","0","","False","Oleg Viktorovich Novitskiy","Russian","0","","Air Force Group 14","0","","Active"
"","1969-10-07","","0","","0","","False","Karen L. Nyberg","American","0","","NASA Group 18","0","","Active"
"","1958-05-10","","0","","0","","False","Ellen Lauri Ochoa","American","0","","NASA Group 13","0","","Inactive"
"68.1","1946-03-28","2014-05-18","0","","0","","False","Wubbo J. Ockels","Dutch","0","","Spacelab Payload Specialists Group 1","0","","Deceased"
"","1946-09-06","","0","","0","","False","Bryan Daniel O'Connor","American","0","","NASA Group 9","0","","Retired"
"","1951-09-08","","0","","0","","False","Randy Thomas Odle","American","0","","MSE Group 2","0","","Retired"
"","1965-03-29","","0","","0","","False","William Anthony Oefelein""Bill""","American","0","","NASA Group 17","0","","Retired"
"71.5","1940-01-27","2011-07-28","0","","0","","False","Brian Todd O'Leary","American","0","","NASA Group 6","0","","Deceased"
"","1966-05-25","","5","10h 28m","0","","False","John Daniel Olivas","American","0","","NASA Group 17","0","","Retired"
"","1945-04-20","","0","","0","","False","Gregory Hammond Olsen","American","0","","","0","","Inactive"
"","1951-08-20","","0","","0","","False","Svetlana Oktyabrevna Omelchenko","Russian","0","","Journalist Group","0","","Retired"
"","1958-01-18","","0","","0","","False","Franco Ongaro","Italian","0","","Italian Space Agency Group","0","","Retired"
"","1975","","0","","0","","False","Takuya Onishi","Japanese","0","","JAXA Group 1","0","","Active"
"39.6","1946-06-24","1986-01-28","0","","0","","False","Ellison Shoji Onizuka","American","0","","NASA Group 8","1","1m 13s","Deceased"
"","1961-02-06","","8","18h 32m","0","","False","Yuri I. Onufrienko","Russian","0","","Air Force Group 10","0","","Retired"
"","1951-06-30","","0","","0","","False","Stephen Scott Oswald","American","0","","NASA Group 11","0","","Retired"
"","1971-09-28","","0","","0","","False","Aleksei Nikolaevich Ovchinin","Russian","0","","Air Force Group 14","0","","Active"
"59.7","1936-07-14","1996-03-23","0","","0","","False","Robert Franklin Overmyer""Bob""","American","0","","USAF MOL Group 2","0","","Deceased"
"","1958-06-21","","10","15h 1m","0","","False","Gennadi I. Padalka","Russian","0","","Air Force Group 10","0","","Active"
"","1952-06-26","","0","","0","","False","William Arthur Pailes","American","0","","MSE Group 2","0","","Retired"
"","1961-07-28","","7","23h 5m","0","","False","Scott Edward Parazynski","American","0","","NASA Group 14","0","","Retired"
"57.0","1951-05-24","2008-05-09","0","","0","","False","Ronald Anthony Parise""Ron""","American","0","","","0","","Deceased"
"","1936-12-14","","0","","0","","False","Robert Allan  Ridley Parker""Bob""","American","0","","NASA Group 6","0","","Retired"
"","1976-09-27","","2","7h 39m","0","","False","Luca Parmitano","Italian","0","","2009 ESA Group","0","","Active"
"","1958-06-24","","0","","0","","False","Frederic Patat","French","0","","CNES Group 2","0","","Retired"
"","1964-03-22","","3","18h 14m","0","","False","Nicholas James MacDonald Patrick","American","0","","NASA Group 17","0","","Retired"
"38.0","1933-06-19","1971-06-30","0","","0","","False","Viktor I. Patsayev","Russian","0","","Energia Engineer Group 2","0","","Deceased"
"","1960-09-20","","0","","0","","False","James Anthony Pawelczyk","American","0","","","0","","Retired"
"","1963-10-20","","0","","0","","False","Julie   Payette","Canadian","0","","CSA Group 2","0","","Inactive"
"","1948-06-20","","0","","0","","False","Gary Eugene Payton","American","0","","MSE Group 1","0","","Retired"
"","1972-04-07","","1","4h 43m","0","","False","Timothy Peake","British","0","","2009 ESA Group","0","","Active"
"","1943-11-02","","0","","0","","False","Oldrich Czecho Pelczak","Czech","0","","1976 Intercosmos Group","0","","Retired"
"","1963-01-06","","3","19h 31m","0","","False","Philippe   Perrin","French","0","","CNES Group 3","0","","Inactive"
"","United States","","0","","0","","False","Wesley Ryan Persall","American","0","","SpaceShipTwo","0","","Active"
"","1978-02-27","","2","12h 32m","0","","False","Thomas Pesquet","French","0","","2009 ESA Group","0","","Active"
"","1983-07-10","","0","","0","","False","Dimitri Alexandrovich Petelin","Russian","0","","Air Force Group 16","0","","Active"
"68.6","1922-05-16","1990-12-08","0","","0","","False","Forrest Silas Peterson","American","0","","","5","38m 58s","Deceased"
"","1933-10-22","","1","4h 10m","0","","False","Donald Herod Peterson""Don""","American","0","","USAF MOL Group 3","0","","Retired"
"50.8","1942-01-10","1992-11-11","0","","0","","False","Aleksandr Yakovlevich Petrushenko","Russian","0","","Air Force Group 3","0","","Deceased"
"","1956-04-16","","2","13h 17m","0","","False","Donald Roy Pettit","American","0","","NASA Group 16","0","","Active"
"","1951-04-15","","1","23h","0","","False","John Lynch Phillips","American","0","","NASA Group 16","0","","Retired"
"","1941-08-15","","0","","0","","False","Viktor Mikhailovich Pisarev","Russian","0","","Air Force Group 4","0","","Retired"
"84.1","1930-01-23","2014-03-03","4","22h 34m","0","","False","William Reid Pogue""Bill""","American","0","","NASA Group 5","0","","Deceased"
"50.7","1961-11-05","2012-07-01","0","","0","","False","Alan Goodwin Poindexter","American","0","","NASA Group 17","0","","Deceased"
"","1956-06-02","","0","","0","","False","Mark Lewis Polansky","American","0","","NASA Group 16","0","","Retired"
"","1953-10-30","","2","9h 58m","0","","False","Aleksandr F. Poleshchuk","Russian","0","","Energia Engineer Group 10","0","","Retired"
"","1956-01-01","","0","","0","","False","Anatoly Borisovich Polonski","Russian","0","","Buran Group 3","0","","Retired"
"","1938-05-10","","0","","0","","False","Boris Ivanovich Polyakov","Russian","0","","Voskhod Group","0","","Retired"
"","1942-04-27","","0","","0","","False","Valeri V. Polyakov","Russian","0","","IMBP Group 1","0","","Retired"
"","1980-02-20","","0","","0","","False","Maksim Vladimirovich Ponomarev","Russian","0","","Air Force Group 14","0","","Retired"
"73.1","1932-03-24","2005-04-16","0","","0","","False","Yuri Anatoyevich Ponomaryov","Russian","0","","Energia Engineer Group 3","0","","Deceased"
"","1933-09-18","","0","","0","","False","Valentina Leonidovna Ponomaryova","Russian","0","","Female Group 1","0","","Retired"
"","1963-03-11","","0","","0","","False","Marcos Cesar Pontes","Brazilian","0","","NASA Group 17","0","","Active"
"","1945-08-31","","0","","0","","False","Leonid I. Popov","Russian","0","","Air Force Group 5","0","","Retired"
"79.0","1930-10-05","2009-09-29","0","","0","","False","Pavel Romanovich  Popovich","Russian","0","","Air Force Group 1","0","","Deceased"
"77.5","1932-04-15","2009-09-28","0","","0","","False","Nikolai Stepanovich Porvatkin","Russian","0","","Air Force Group 4","0","","Deceased"
"","1951-10-28","","0","","0","","False","Mikhail Georgiyevich Potapov","Russian","0","","IMBP Group 2","0","","Retired"
"54.9","1947-03-15","2002-02-18","0","","0","","False","Larisa Grigoryevna Pozharskaya","Russian","0","","Female Group 2","0","","Deceased"
"","1955-06-29","","0","","0","","False","Charles Joseph Precourt""Charlie""","American","0","","NASA Group 13","0","","Retired"
"54.8","1939-02-03","1993-11-25","0","","0","","False","Vladimir Yevgenyevich Preobrazhensky","Russian","0","","Air Force Group 3","0","","Deceased"
"47.7","1953-11-15","2001-07-25","0","","0","","False","Yuri Victorovich Prikhodko","Russian","0","","MAP Group 5","0","","Deceased"
"","1975-02-19","","0","","0","","False","Sergei Valerevich Prokopyev","Russian","0","","Air Force Group 15","0","","Active"
"","1953-04-14","","0","","0","","False","Irina Rudolfovna Pronina","Russian","0","","Female Group 2","0","","Retired"
"","1947-01-03","","0","","0","","False","Sergei Filipovich Protchenko","Russian","0","","Air Force Group 6","0","","Retired"
"","1952-09-27","","0","","0","","False","Dumitru-Dorin   Prunariu","Romanian","0","","1978 Intercosmos Group","0","","Retired"
"","1948-10-15","","0","","0","","False","Aleksandr Sergeyevich Puchkov","Russian","0","","Buran Group 3 Supplemental","0","","Retired"
"","1952-08-10","","0","","0","","False","Nikolay Alekseyevich Pushenko","Russian","0","","Buran Group 3 Supplemental","0","","Retired"
"54.5","1954-06-24","2008-12-21","0","","0","","False","Creaig Anton Puz","American","0","","MSE Group 2","0","","Deceased"
"","August  1963","","0","","0","","False","Li Qing-long","Chinese","0","","Group 0","0","","Active"
"","China","","0","","0","","False","Deng Qing-ming","Chinese","0","","Group 1","0","","Active"
"","1963","","0","","0","","False","Chen Quan","Chinese","0","","Group 1","0","","Active"
"66.8","1933-09-30","2000-07-23","0","","0","","False","Mars Zakirovich Rafikov","Russian","0","","Air Force Group 1","0","","Deceased"
"48.6","1954-06-20","2003-02-01","0","","0","","False","Ilan   Ramon","Israeli","0","","IDF Astronaut Selection","0","","Deceased"
"","1952-01-24","","0","","0","","False","William Readdy Readdy""Bill""","American","0","","NASA Group 12","0","","Retired"
"66.8","1931-07-03","1998-04-24","0","","0","","False","Mikhail Fedorovich Rebrov","Russian","0","","Journalist Group","0","","Deceased"
"","1968-02-10","","3","21h 12m","0","","False","Garrett Erin Reisman","American","0","","NASA Group 17","0","","Retired"
"","1958-05-23","","3","14h 16m","0","","False","Thomas   Reiter","German","0","","1992 ESA Group","0","","Inactive"
"","1948-09-24","","0","","0","","False","Vladimir   Remek","Czech","0","","1976 Intercosmos Group","0","","Retired"
"36.8","1949-04-05","1986-01-28","0","","0","","False","Judith Arlene Resnik","American","0","","NASA Group 8","1","1m 13s","Deceased"
"","1966-01-12","","0","","0","","False","Sergey Nikolayevich  Revin","Russian","0","","Energia Engineer Group 13","0","","Active"
"","1964-05-20","","1","6h 21m","0","","False","Paul William Richards","American","0","","NASA Group 16","0","","Inactive"
"61.2","1951-05-26","2012-07-23","0","","0","","False","Sally Kristen Ride","American","0","","NASA Group 8","0","","Deceased"
"","1950-02-23","","0","","0","","False","Jerry Jerome Rij","American","0","","MSE Group 1","0","","Retired"
"","1955-10-26","","3","20h 5m","0","","False","Stephen Kern Robinson","American","0","","NASA Group 15","0","","Retired"
"39.4","1928-04-12","1967-09-13","0","","0","","False","Russell Lee Rogers","American","0","","Dyna-Soar Group 1","0","","Deceased"
"","1971-09-08","","1","6h 38m","0","","False","Roman Yuriyevich Romanenko","Russian","0","","Air Force Group 12","0","","Retired"
"","1944-08-01","","4","10h 16m","0","","False","Yuri V. Romanenko","Russian","0","","Air Force Group 5","0","","Retired"
"68.1","1946-08-18","2014-09-18","0","","0","","False","Valeri Alexandrovich Romanov","Russian","0","","Almaz Engineer Group 3","0","","Deceased"
"","1956-08-07","","0","","0","","False","Kent Vernon Rominger","American","0","","NASA Group 14","0","","Retired"
"61.3","1933-08-16","1994-12-21","0","","0","","False","Stuart Allen Roosa""Stu""","American","0","","NASA Group 5","0","","Deceased"
"","1948-01-20","","9","10h 38m","0","","False","Jerry Lynn Ross","American","0","","NASA Group 9","0","","Retired"
"75.3","1940-02-01","2015-05-06","0","","0","","False","Franco Rossitto","Italian","0","","Italian Space Agency Group","0","","Deceased"
"72.5","1939-02-13","2011-08-31","0","","0","","False","Valeri I. Rozhdestvensky","Russian","0","","Air Force Group 3","0","","Deceased"
"","1978-10-14","","2","11h 46m","0","","False","Kathleen Hallisey Rubins""Kate""","American","0","","NASA Group 20","0","","Active"
"","1976","","0","","0","","False","Francisco Rubio""Frank""","American","0","","NASA Group 22","0","",""
"70.1","1932-09-18","2002-10-18","0","","0","","False","Nikolai N. Rukavishnikov","Russian","0","","Energia Engineer Group 1 Supplemental","0","","Deceased"
"68.4","1924-10-09","1993-03-17","0","","0","","False","Robert Aitkin Rushworth","American","0","","Man In Space Soonest","33","5h 4m 44s","Deceased"
"","1974-11-13","","4","3h 39m","0","","False","Sergei Nikolaevich Ryazansky","Russian","0","","IMBP Group 6","0","","Active"
"","1939-08-16","","1","1h 23m","0","","False","Valeri V. Ryumin","Russian","0","","Energia Engineer Group 4","0","","Retired"
"","1974-08-19","","0","","0","","False","Sergei Nikolaevich Ryzhikov","Russian","0","","Air Force Group 14","0","","Active"
"","1970-01-06","","0","","0","","False","David Saint-Jacques","Canadian","0","","CSA Group 3","0","","Active"
"","1950-01-01","","0","","0","","False","Yevgeni Vladimirovich Saley","Russian","0","","Air Force Group 6","0","","Retired"
"41.9","1961-03-10","2003-02-01","0","","0","","False","Laurel Blair Clarknee: Salton","American","0","","NASA Group 16","0","","Deceased"
"","1970-03-13","","2","10h 1m","0","","False","Aleksandr Mikhailovich Samokutyayev","Russian","0","","Air Force Group 13","0","","Active"
"","1976-10-19","","0","","0","","False","Ko San","South Korean","0","","Korean Astronaut Program Group","0","","Retired"
"","1948-01-02","","0","","0","","False","Stefano Santonico","Italian","0","","Italian Space Agency Group","0","","Retired"
"63.7","1942-01-01","2005-09-29","0","","0","","False","Gennadi V. Sarafanov","Russian","0","","Air Force Group 3","0","","Deceased"
"73.3","1941-12-23","2015-04-15","0","","0","","False","Nail Sharipovich Sattarov","Russian","0","","Buran Group 1","0","","Deceased"
"","1940-03-07","","1","5h","0","","False","Viktor P. Savinykh","Russian","0","","Energia Engineer Group 5","0","","Retired"
"","1948-08-08","","1","3h 34m","0","","False","Svetlana Y. Savitskaya","Russian","0","","Female Group 2","0","","Retired"
"","1987-09-19","","0","","0","","False","Kayla Barronnee: Sax","American","0","","NASA Group 22","0","",""
"","1951-08-03","","1","6h 45m","0","","False","Hans W. Schlegel","German","0","","1987 German Group","0","","Active"
"","1944","","0","","0","","False","Paul B. Schlein","American","0","","MSE Group 1","0","","Retired"
"","1935-07-03","","6","23h 21m","0","","False","Harrison Hagan Schmitt""Jack""","American","0","","NASA Group 4","0","","Retired"
"","1935-10-25","","1","1h 7m","0","","False","Russell Luis Schweickart""Rusty""","American","0","","NASA Group 3","0","","Retired"
"46.7","1939-05-19","1986-01-28","0","","0","","False","Francis Richard Scobee","American","0","","NASA Group 8","1","1m 13s","Deceased"
"","1950-08-06","","3","19h 38m","0","","False","Winston Elliot Scott","American","0","","NASA Group 14","0","","Retired"
"","1932-06-06","","7","21h","0","","False","David Randolph Scott""Dave""","American","0","","NASA Group 3","0","","Retired"
"","1944-05-28","","0","","0","","False","Paul Desmond Scully-Power","American","0","","","0","","Retired"
"","1956-06-05","","0","","0","","False","Richard Alan Searfoss""Rick""","American","0","","NASA Group 13","0","","Retired"
"","1947-11-08","","0","","0","","False","Margaret Rhea Seddon","American","0","","NASA Group 8","0","","Retired"
"51.0","1946-07-07","1997-07-23","0","","0","","False","Paul Andrew Sefchek","American","0","","MSE Group 1","0","","Deceased"
"","1952-12-04","","0","","0","","False","Ronald Michael Sega","American","0","","NASA Group 13","0","","Retired"
"61.7","1955-04-11","2016-12-23","6","17h 10m","0","","False","Piers John Sellers","American","0","","NASA Group 16","0","","Deceased"
"66.6","1937-03-04","2003-09-25","0","","0","","False","Yuri Aleksandrovich Senkevich","Russian","0","","Voskhod Physician Group","0","","Deceased"
"69.7","1944-02-15","2013-11-12","10","7h 49m","0","","False","Aleksandr A. Serebrov","Russian","0","","Energia Engineer Group 5","0","","Deceased"
"","1974-05-23","","0","","0","","False","Mark Vyacheslavovich Serov","Russian","0","","Energia Engineer Group 15","0","","Retired"
"","1976-04-22","","0","","0","","False","Elena Olegovna Serova","Russian","0","","Energia Engineer Group 16","0","","Retired"
"74.7","1935-07-08","2010-04-05","0","","0","","False","Vitali I. Sevastyanov","Russian","0","","Energia Engineer Group 1 Supplemental","0","","Deceased"
"","1956-11-20","","0","","0","","False","Vladimir Gayevich Severin","Russian","0","","Zvezda Engineer Group","0","","Retired"
"","United States","","0","","0","","False","Douglas B. Shane","American","0","","SpaceShipOne","0","","Inactive"
"","1939-06-26","","0","","0","","False","Ansar Ilgamovich Sharafutdinov","Russian","0","","Air Force Group 3","0","","Retired"
"","1960-03-20","","0","","0","","False","Yuri Georgiyevich  Shargin","Russian","0","","Air Force Group 12 Supplemental","0","","Retired"
"","1964-08-24","","2","9h 58m","0","","False","Saliszan S. Sharipov","Russian","0","","Air Force Group 11","0","","Retired"
"","1949-01-13","","0","","0","","False","Rakesh   Sharma","Indian","0","","International Group","0","","Retired"
"","1963-05-30","","0","","0","","False","Helen Patricia Sharman","British","0","","British Commercial Group","0","","Retired"
"60.9","1953-12-26","2014-11-26","0","","0","","False","Valeri Yuriyevich Sharov","Russian","0","","Journalist Group","0","","Deceased"
