"age_at_death","birth_date","died","eva_count","eva_duration","fai_flights_count","fai_flights_duration","flown","name","nationality","non_fai_flight_flight_count","non_fai_flight_flight_duration","selection_group","significant_flight_count","significant_flight_duration","status"
"","1956-05-04","","4","23h 16m","0","","False","Michael Landon Gernhardt","American","0","","NASA Group 14","0","","Inactive"
"","1976-05-03","","1","6h 13m","0","","False","Alexander Gerst","German","0","","2009 ESA Group","0","","Active"
"55.9","1952-05-28","2008-04-13","0","","0","","False","Vladimir Mkrtychovich Gevorkyan","Russian","0","","Almaz Engineer Group 3","0","","Deceased"
"","1936-11-08","","1","6h 36m","0","","False","Edward George Gibson","American","0","","NASA Group 4","0","","Retired"
"","1946-10-30","","0","","0","","False","Robert Lee Gibson""Hoot""","American","0","","NASA Group 8","0","","Retired"
"","1962-03-26","","2","3h 35m","0","","False","Yuri P. Gidzenko","Russian","0","","Air Force Group 8","0","","Retired"
"69.2","1939-10-02","2008-12-09","0","","0","","False","Yuri N. Glazkov","Russian","0","","Air Force Group 3","0","","Deceased"
"","1976-04-30","","0","","0","","False","Victor Jerome Glover","American","0","","NASA Group 21","0","","Active"
"","1952-07-02","","2","10h 14m","0","","False","Linda Maxine Godwin","American","0","","NASA Group 11","0","","Retired"
"71.0","1932-06-02","2003-05-21","0","","0","","False","Yaroslav Krillovich Golovanov","Russian","0","","Journalist Group","0","","Deceased"
"","1962-10-13","","4","5h 53m","0","","False","Michael T. Good","American","0","","NASA Group 18","0","","Inactive"
"82.5","1934-12-03","2017-05-17","0","","0","","False","Viktor Vassilyevich Gorbatko","Russian","0","","Air Force Group 1","0","","Deceased"
"40.8","1925-12-23","1966-09-24","0","","0","","False","Henry Charles Gordon","American","0","","Dyna-Soar Group 1","0","","Deceased"
"","1957-05-02","","0","","0","","False","Dominic Lee Pudwill  Gorie","American","0","","NASA Group 15","0","","Retired"
"","1945-06-13","","0","","0","","False","Ronald John Grabe""Ron""","American","0","","NASA Group 9","0","","Retired"
"85.5","1931-03-02","2016-09-05","0","","0","","False","Duane Edgar Graveline","American","0","","NASA Group 4","0","","Deceased"
"","1939-03-25","","0","","0","","False","Alexi Anatolyevich Grechanik","Russian","0","","Almaz Engineer Group 3","0","","Retired"
"85.9","1931-05-25","2017-04-08","1","1h 28m","0","","False","Georgi M. Grechko","Russian","0","","Energia Engineer Group 1","0","","Deceased"
"","1957-05-14","","0","","0","","False","William George Gregory","American","0","","NASA Group 13","0","","Retired"
"","1941-01-07","","0","","0","","False","Frederick Drew Gregory""Fred""","American","0","","NASA Group 8","0","","Retired"
"","1950-02-15","","0","","0","","False","Nikolai Sergeivich Grekov","Russian","0","","Air Force Group 7","0","","Retired"
"49.8","1939-09-07","1989-06-17","1","3h 10m","0","","False","Stanley David Griggs","American","0","","NASA Group 8","0","","Deceased"
"50.0","1942-04-26","1992-05-04","0","","0","","False","Vitali Andreyevich Grishchenko","Russian","0","","Air Force Group 3","0","","Deceased"
"40.8","1926-04-03","1967-01-27","0","","0","","False","Virgil Ivan Grissom""Gus""","American","0","","NASA Group 1","0","","Deceased"
"","1975-09-29","","0","","0","","False","Nataliya Gromushkina","Russian","0","","Energia Engineer Group 14 Supplemental","0","","Retired"
"","1958-10-10","","8","10h 30m","0","","False","John Mace Grunsfeld","American","0","","NASA Group 14","0","","Retired"
"","China","","0","","0","","False","Ye Guang-fu","Chinese","0","","Group 2","0","","Active"
"83.9","1931-03-29","2015-02-21","0","","0","","False","Alexy Aleksandrovich  Gubarev","Russian","0","","Air Force Group 2","0","","Deceased"
"","1954-08-18","","0","","0","","False","Umberto   Guidoni","Italian","0","","NASA Group 16","0","","Inactive"
"","1934-11-14","","0","","0","","False","Rudolf Gulyayev","Russian","0","","Academy of Sciences Group","0","","Retired"
"53.0","1937-05-31","1990-05-19","0","","0","","False","Vladislav Ivanovich Gulyayev","Russian","0","","Air Force Group 2","0","","Deceased"
"","1947-12-05","","0","","0","","False","Jugderdemidliin   Gurragcha","Mongolian","0","","1978 Intercosmos Group","0","","Retired"
"","1953-09-03","","0","","0","","False","Munir Habib Habib","Syrian","0","","International Group","0","","Retired"
"","1959-08-29","","2","14h 50m","0","","False","Chris A. Hadfield","Canadian","0","","CSA Group 2","0","","Retired"
"","1975-09-24","","0","","0","","False","Tyler Nicholas Hague""Nick""","American","0","","NASA Group 21","0","","Active"
"","1966-10-24","","0","","0","","False","Jing   Hai-peng","Chinese","0","","Group 1","0","","Active"
"","1964-12-13","","0","","0","","False","Nie   Hai-sheng","Chinese","0","","Group 1","0","","Active"
"","1948-05-19","","1","6h 19m","0","","False","Jean-Pierre   Haigneré","French","0","","CNES Group 2","0","","Inactive"
"","1969-05-15","","0","","0","","False","Nik Halik","Australian","0","","","0","","Inactive"
"","1964-12-12","","0","","0","","False","Kenneth Todd Ham","American","0","","NASA Group 17","0","","Inactive"
"","1950-12-24","","0","","0","","False","Michael Anthony Hamel","American","0","","MSE Group 1","0","","Retired"
"","1979-02-02","","0","","0","","False","Christina Marie Kochnee: Hammock","American","0","","NASA Group 21","0","","Active"
"","1976-01-27","","0","","0","","False","Jeremy Roger Hansen","Canadian","0","","CSA Group 3","0","","Active"
"","1956-04-15","","3","18h 29m","0","","False","Gregory Jordan Harbaugh""Greg""","American","0","","NASA Group 12","0","","Retired"
"","1946-10-27","","0","","0","","False","Terry Jonathan Hart","American","0","","NASA Group 8","0","","Retired"
"66.4","1943-09-13","2010-01-27","0","","0","","False","Carl Martin Hatlelid","American","0","","MSE Group 1","0","","Deceased"
"","1941-04-11","","0","","0","","False","Frederick Hamilton Hauck""Rich""","American","0","","NASA Group 8","0","","Retired"
"","1951-12-12","","0","","0","","False","Steven Alan Hawley","American","0","","NASA Group 8","0","","Retired"
"","1966-11-10","","4","2h 42m","0","","False","Mark Thomas Vande Hei","American","0","","NASA Group 20","0","","Active"
"","1958-02-26","","1","8h 56m","0","","False","Susan Jane Helms","American","0","","NASA Group 13","0","","Retired"
"67.0","1926-10-17","1993-10-05","0","","0","","False","Karl Gordon Henize","American","0","","NASA Group 6","0","","Deceased"
"","1952-08-17","","0","","0","","False","Thomas John Hennen""Tom""","American","0","","","0","","Retired"
"","1952-07-05","","0","","0","","False","Terence Thomas Henricks""Tom""","American","0","","NASA Group 11","0","","Retired"
"","1941-09-15","","0","","0","","False","Miroslav   Hermaszewski","Polish","0","","1976 Intercosmos Group","0","","Retired"
"","1962-08-07","","0","","0","","False","Jose M. Hernandez","American","0","","NASA Group 19","0","","Retired"
"75.6","1932-12-01","2008-07-24","0","","0","","False","Robert Tralles Herres","American","0","","USAF MOL Group 3","0","","Deceased"
"","1958-09-14","","3","19h 55m","0","","False","John Bennett Herrington","American","0","","NASA Group 16","0","","Retired"
"","1955-09-21","","3","17h 46m","0","","False","Richard James Hieb""Rick""","American","0","","NASA Group 11","0","","Retired"
"","1949-12-03","","0","","0","","False","Terry Alan Higbee","American","0","","MSE Group 1","0","","Retired"
"38.2","1963-03-12","2001-05-24","0","","0","","False","Patricia Consolatrix Robertsonnee: Hilliard","American","0","","NASA Group 17","0","","Deceased"
"","1950-01-28","","0","","0","","False","David Carl Hilmers""Dave""","American","0","","NASA Group 9","0","","Retired"
"","1947-01-11","","0","","0","","False","Robert Hines""Bob""","American","0","","NASA Group 22","0","",""
"","1959-08-26","","0","","0","","False","Kathryn Patricia Hire""Kay""","American","0","","NASA Group 15","0","","Inactive"
"","1961-11-05","","0","","0","","False","Charles Owen Hobaugh","American","0","","NASA Group 16","0","","Retired"
"","1986","","0","","0","","False","Warren Hoburg""Woody""","American","0","","NASA Group 22","0","",""
"","1944-11-02","","4","42m","0","","False","Jeffrey Alan Hoffman""Jeff""","American","0","","NASA Group 8","0","","Retired"
"","1944-06-11","","4","21h 18m","0","","False","James Dougal Adrianus  van Hoften""Ox""","American","0","","NASA Group 8","0","","Retired"
"","1939-04-07","","0","","0","","False","Donald Lee Holmquest","American","0","","NASA Group 6","0","","Retired"
"","China","","0","","0","","False","Tang Hong-bo","Chinese","0","","Group 2","0","","Active"
"","1968-12-28","","2","12h 58m","0","","False","Michael Scott Hopkins","American","0","","NASA Group 20","0","","Active"
"","1957-03-24","","0","","0","","False","Scott Jay Horowitz""Doc""","American","0","","NASA Group 14","0","","Retired"
"","1968-12-28","","3","21h 23m","0","","False","Akihiko   Hoshide","Japanese","0","","NASDA Group 4","0","","Active"
"","1945-12-21","","0","","0","","False","Millie Elizabeth Hughes-Fulfordnee: Hughes","American","0","","","0","","Retired"
"","1966-10-21","","0","","0","","False","Douglas G. Hurley","American","0","","NASA Group 18","0","","Active"
"45.6","1957-07-12","2003-02-01","0","","0","","False","Rick Douglas Husband","American","0","","NASA Group 15","0","","Deceased"
"","1982-03-20","","0","","0","","False","Ignat Nikolayevich Ignatov","Russian","0","","Air Force Group 16","0","","Retired"
"","1937-06-08","","2","12h 12m","0","","False","Bruce   McCandless, II","American","0","","NASA Group 5","0","","Retired"
"34.2","1931-12-30","1966-02-28","0","","0","","False","Charles Arthur Bassett, II","American","0","","NASA Group 3","0","","Deceased"
"","1928-03-14","","0","","0","","False","Frank Frederick Borman, II","American","0","","NASA Group 2","0","","Retired"
"","1954-03-18","","5","6h 43m","0","","False","James Francis Reilly, II","American","0","","NASA Group 15","0","","Retired"
"36.2","1930-11-14","1967-01-27","1","46m","0","","False","Edward Higgins White, II""Ed""","American","0","","NASA Group 2","0","","Deceased"
"","1962-07-26","","0","","0","","False","Neil Whitney Woodward, III","American","0","","NASA Group 17","0","","Retired"
"","1936-03-17","","1","1h 24m","0","","False","Thomas Kenneth Mattingly, II""Ken""","American","0","","NASA Group 5","0","","Retired"
"","1963-11-26","","2","12h 34m","0","","False","Richard Robert Arnold, II""Ricky""","American","0","","NASA Group 19","0","","Active"
"59.7","1939-07-02","1999-03-10","0","","0","","False","Valeri Vasilyevich Illarianov","Russian","0","","Air Force Group 5","0","","Deceased"
"","1937-08-17","","0","","0","","False","Yevgeni Aleksandrovich Illyin","Russian","0","","Voskhod Physician Group","0","","Retired"
"61.4","1930-03-17","1991-08-08","5","19h 26m","0","","False","James Benson Irwin","American","0","","NASA Group 5","0","","Deceased"
"","1940-04-04","","0","","0","","False","Vladimir Timofeyevich Isakov","Russian","0","","Air Force Group 4","0","","Retired"
"","1943-08-13","","0","","0","","False","Yuri Fedorovich Isaulov","Russian","0","","Air Force Group 5","0","","Retired"
"","1940-09-28","","1","2h 20m","0","","False","Aleksandr S. Ivanchenkov","Russian","0","","Energia Engineer Group 4","0","","Retired"
"","1969-01-15","","0","","0","","False","Anotoli Akelseievich  Ivanishin","Russian","0","","Air Force Group 13","0","","Active"
"","1940-07-02","","0","","0","","False","Georgi   Ivanov","Bulgarian","0","","1978 Intercosmos Group","0","","Retired"
"30.3","1950-06-25","1980-10-24","0","","0","","False","Leonid Georgiyevich Ivanov","Russian","0","","Air Force Group 6","0","","Deceased"
"","1949-10-03","","0","","0","","False","Yekaterina Aleksandrowna Ivanova","Russian","0","","Female Group 2","0","","Retired"
"","1951-04-15","","0","","0","","False","Marsha Sue Ivins","American","0","","NASA Group 10","0","","Retired"
"","1956-08-08","","0","","0","","False","Larry Dean James","American","0","","MSE Group 2","0","","Retired"
"","1937-11-22","","0","","0","","False","Zenon Jankowski","Polish","0","","1976 Intercosmos Group","0","","Retired"
"41.4","1944-08-24","1986-01-28","0","","0","","False","Gregory Bruce Jarvis","American","0","","","1","1m 13s","Deceased"
"","1956-10-17","","0","","0","","False","Mae Carol Jemison","American","0","","NASA Group 12","0","","Retired"
"","1959-05-07","","1","7h 55m","0","","False","Tamara Elizabeth Jernigan""Tammy""","American","0","","NASA Group 11","0","","Retired"
"","1937-02-13","","0","","0","","False","Sigmund Werner Paul  Jähn","German","0","","1976 Intercosmos Group","0","","Retired"
"","August  1963","","0","","0","","False","Wu Jie","Chinese","0","","Group 0","0","","Active"
"","1960-06-19","","0","","0","","False","Heike Walpotnee: John","German","0","","1987 German Group","0","","Retired"
"","1954-07-30","","0","","0","","False","Gregory  Carl Johnson","American","0","","NASA Group 17","0","","Inactive"
"","1962-05-12","","0","","0","","False","Gregory  Harold Johnson","American","0","","NASA Group 17","0","","Inactive"
"48.8","1952-11-08","2001-09-11","0","","0","","False","Charles Edward Jones","American","0","","MSE Group 2","0","","Deceased"
"","1955-01-22","","3","19h 49m","0","","False","Thomas David Jones""Tom""","American","0","","NASA Group 13","0","","Retired"
"","1949-12-17","","0","","0","","False","Daryl James Joseph","American","0","","MSE Group 1","0","","Retired"
"","1929-03-23","","0","","0","","False","Albert Hamlin Crews, Jr.","American","0","","Dyna-Soar Group 2","0","","Retired"
"","1949-05-03","","0","","0","","False","Albert   Sacco, Jr.","American","0","","","0","","Retired"
"","1965-06-05","","2","12h 34m","0","","False","Aleksandr Aleksandrovich Skvortsov,  Jr.","Russian","0","","Air Force Group 12","0","","Retired"
"","1962-11-05","","2","12h 48m","0","","False","Benjamin Alvin Drew, Jr.","American","0","","NASA Group 18","0","","Inactive"
"","1956-06-26","","1","4h 39m","0","","False","Bernard Andrew Harris, Jr.","American","0","","NASA Group 13","0","","Retired"
"","1958-10-05","","0","","0","","False","Brent Ward Jett, Jr.","American","0","","NASA Group 14","0","","Inactive"
"","1945-05-16","","0","","0","","False","Brewster Hopkinson Shaw, Jr.","American","0","","NASA Group 8","0","","Retired"
"54.9","1951-08-12","2006-07-23","0","","0","","False","Charles Eldon Brady, Jr.","American","0","","NASA Group 14","0","","Deceased"
"35.0","1932-09-26","1967-10-05","0","","0","","False","Clifton Curtis Williams, Jr.","American","0","","NASA Group 3","0","","Deceased"
"","1955-06-20","","0","","0","","False","David Paul Staib, Jr.","American","0","","MSE Group 3","0","","Retired"
"38.6","1927-07-23","1966-02-28","0","","0","","False","Elliott McKay See, Jr.","American","0","","NASA Group 2","0","","Deceased"
"","1949-05-15","","1","5h 4m","0","","False","Frank Lee Culbertson, Jr.","American","0","","NASA Group 10","0","","Retired"
"","1933-11-14","","0","","0","","False","Fred Wallace Haise, Jr.","American","0","","NASA Group 5","0","","Retired"
"30.1","1928-07-02","1958-07-26","0","","0","","False","Iven Carl Kincheloe, Jr.","American","0","","Man In Space Soonest","0","","Deceased"
"","1950-09-25","","0","","0","","False","James Burton Armor, Jr.","American","0","","MSE Group 2","0","","Retired"
"","1956-09-29","","0","","0","","False","James Donald Halsell, Jr.","American","0","","NASA Group 13","0","","Retired"
"","1956-06-06","","0","","0","","False","Jay Clark Buckey, Jr.","American","0","","","0","","Retired"
"","1958-02-03","","0","","0","","False","Joe Frank Edwards, Jr.","American","0","","NASA Group 15","0","","Retired"
"95.4","1921-07-18","2016-12-08","0","","0","","False","John Herschel Glenn, Jr.","American","0","","NASA Group 1","0","","Deceased"
"","1957-01-30","","0","","0","","False","Joseph Anthony Carretto, Jr.","American","0","","MSE Group 3","0","","Retired"
"","1956-09-29","","0","","0","","False","Liningston Lionel Holder, Jr.","American","0","","MSE Group 2","0","","Retired"
"","1952-01-16","","0","","0","","False","Lloyd Blaine Hammond, Jr.","American","0","","NASA Group 10","0","","Retired"
"","1952-01-26","","1","4h 28m","0","","False","Mario   Runco, Jr.","American","0","","NASA Group 12","0","","Inactive"
"32.2","1935-10-02","1967-12-08","0","","0","","False","Robert Henry Lawrence, Jr.","American","0","","USAF MOL Group 3","0","","Deceased"
"","1961-10-30","","4","3h 3m","0","","False","Robert J. Garan, Jr.","American","0","","NASA Group 18","0","","Inactive"
"","1962-03-05","","7","21h 34m","0","","False","Robert Lee Curbeam, Jr.","American","0","","NASA Group 15","0","","Retired"
"","1965-09-22","","2","12h 19m","0","","False","Robert L. Satcher, Jr.","American","0","","NASA Group 19","0","","Retired"
"","1943-07-19","","0","","0","","False","Roy Dunbard Bridges, Jr.","American","0","","NASA Group 9","0","","Retired"
"","1967-12-01","","3","19h 2m","0","","False","Terry Wayne Virts, Jr.","American","0","","NASA Group 18","0","","Inactive"
"74.7","1923-11-18","1998-07-22","2","9h 23m","0","","False","Alan Bartlett Shepard, Jr.""Al""","American","0","","NASA Group 1","0","","Deceased"
"","1951-07-26","","4","21m","0","","False","William Surles McArthur, Jr.""Bill""","American","0","","NASA Group 13","0","","Inactive"
"","1930-01-20","","5","8h 13m","0","","False","Edwin Eugene Aldrin, Jr.""Buzz""","American","0","","NASA Group 3","0","","Retired"
"","1946-08-19","","0","","0","","False","Charles Frank Bolden, Jr.""Charlie""","American","0","","NASA Group 9","0","","Inactive"
"","1935-10-03","","5","21h 42m","0","","False","Charles Moss Duke, Jr.""Charlie""","American","0","","NASA Group 5","0","","Retired"
"","1956-03-11","","0","","0","","False","Curtis Lee Brown, Jr.""Curt""","American","0","","NASA Group 12","0","","Retired"
"","1929-10-05","","3","2h 57m","0","","False","Richard Francis Gordon, Jr.""Dick""","American","0","","NASA Group 3","0","","Retired"
"37.4","1930-01-05","1967-06-06","0","","0","","False","Edward Galen Givens, Jr.""Ed""","American","0","","NASA Group 5","0","","Deceased"
"77.6","1927-03-06","2004-10-04","0","","0","","False","Leroy Gordon Cooper, Jr.""Gordo""","American","0","","NASA Group 1","0","","Deceased"
"","1942-11-22","","0","","0","","False","Guion Steward Bluford, Jr.""Guy""","American","0","","NASA Group 8","0","","Retired"
"80.7","1933-11-21","2014-07-17","0","","0","","False","Henry Warren Hartsfield, Jr.""Hank""","American","0","","USAF MOL Group 2","0","","Deceased"
"51.3","1931-08-30","1982-12-27","0","","0","","False","John Leonard Swigert, Jr.""Jack""","American","0","","NASA Group 5","0","","Deceased"
"","1951-03-24","","0","","0","","False","Kenneth Stanley Reightler, Jr.""Ken""","American","0","","NASA Group 12","0","","Retired"
"69.1","1930-06-02","1999-07-09","8","15h 44m","0","","False","Charles Peter Conrad, Jr.""Pete""","American","0","","NASA Group 2","0","","Deceased"
"","1938-08-18","","0","","0","","False","Edward Cleveland Aldridge, Jr.""Pete""","American","0","","","0","","Retired"
"84.1","1923-03-12","2007-05-03","0","","0","","False","Walter Marty Schirra, Jr.""Wally""","American","0","","NASA Group 1","0","","Deceased"
"","May  1965","","0","","0","","False","Fei Ju-long","Chinese","0","","Group 1","0","","Active"
"","1951-01-28","","0","","0","","False","Leonid Konstantinovich  Kadenyuk","Ukrainian","0","","Air Force Group 6","0","","Retired"
"","1956-05-13","","5","23h 26m","0","","False","Aleksandr Y. Kaleri","Russian","0","","Energia Engineer Group 7","0","","Active"
"","United States","","0","","0","","False","Peter Kalogiannis","American","0","","SpaceShipTwo","0","",""
"","1972-01-25","","0","","0","","False","Mohammad Faiz bin Kamaludin","Malaysian","0","","Angkasawan Group","0","","Active"
"","December  1976","","1","5h 57m","0","","False","Norishige Kanai","Japanese","0","","JAXA Group 2","0","","Active"
"53.0","1962-11-18","2015-12-02","0","","0","","False","Vladimir Vladimirovich Karashtin","Russian","0","","IMBP Group 5","0","","Deceased"
"73.3","1932-08-25","2005-12-11","0","","0","","False","Anatoli Yakovlevich Kartashov","Russian","0","","Air Force Group 1","0","","Deceased"
"","1926-08-31","","0","","0","","False","Georgi Petrovich Katys","Russian","0","","Voskhod Group","0","","Retired"
"","1959-07-17","","0","","0","","False","Janet Lynn Kavandi","American","0","","NASA Group 15","0","","Inactive"
"","1964-02-21","","0","","0","","False","Mark Edward Kelly","American","0","","NASA Group 16","0","","Retired"
"","1964-02-21","","3","18h 20m","0","","False","Scott Joseph Kelly","American","0","","NASA Group 16","0","","Retired"
"","1964-05-14","","0","","0","","False","James McNeal Kelly""Vegas""","American","0","","NASA Group 16","0","","Inactive"
"","1932-02-19","","1","3h 23m","0","","False","Joseph Peter Kerwin","American","0","","NASA Group 4","0","","Retired"
"","1980-09-15","","0","","0","","False","Faiz bin Khaleed","Malaysian","0","","Angkasawan Group","0","","Active"
"","1947-02-26","","0","","0","","False","Vladimir Alexandrovich Khatulev","Russian","0","","Almaz Engineer Group 3","0","","Retired"
"55.0","1940-09-10","1995-09-15","0","","0","","False","Yevgeni Nikolayevich Khludeyev","Russian","0","","Air Force Group 3","0","","Deceased"
"","1975-01-07","","0","","0","","False","Alexei Mikhailovich Khomenchuk","Russian","0","","Air Force Group 15","0","","Retired"
"66.7","1933-09-10","2000-05-19","1","53m","0","","False","Yevgeni Vassilyevich  Khrunov","Russian","0","","Air Force Group 1","0","","Deceased"
"","1984-08-27","","0","","0","","False","Anna Yurevna Kikina","Russian","0","","Air Force Group 16","0","","Active"
"","1964-09-15","","0","","0","","False","Ryoko Kikuchi","Japanese","0","","Japanese Commercial Group","0","","Retired"
"","1967-06-04","","6","15h","0","","False","Robert Shane Kimbrough","American","0","","NASA Group 19","0","","Active"
"","1984","","0","","0","","False","Jonathan Kim""Jonny""","American","0","","NASA Group 22","0","",""
"","1935-06-13","","0","","0","","False","Aleksandr Alekseyevich Kiselyov","Russian","0","","Voskhod Physician Group","0","","Retired"
"68.9","1941-08-05","2010-06-14","8","7h 40m","0","","False","Leonid D. Kizim","Russian","0","","Air Force Group 3","0","","Deceased"
"","1942-07-10","","0","","0","","False","Pyotr I. Klimuk","Russian","0","","Air Force Group 3","0","","Retired"
"","1953-10-14","","0","","0","","False","Olga Nikolayevena Klyushnikova","Russian","0","","Female Group 2","0","","Retired"
"74.5","1929-11-18","2004-05-07","0","","0","","False","William Joseph Knight""Pete""","American","0","","Dyna-Soar Group 1","15","2h 12m 33s","Deceased"
"","1939-09-29","","0","","0","","False","Eberhard Koellner","German","0","","1976 Intercosmos Group","0","","Retired"
"","1936-10-07","","0","","0","","False","Gennadi Mikhailovich Kolesnikov","Russian","0","","Air Force Group 3","0","","Retired"
"","1930-09-23","","0","","0","","False","Pyotr Ivanovich Kolodin","Russian","0","","Air Force Group 2","0","","Retired"
"73.5","1939-01-29","2012-07-16","0","","0","","False","Ordinard Panteleymonovich Kolomitsev","Russian","0","","Academy of Sciences Group","0","","Deceased"
"40.1","1927-03-16","1967-04-24","0","","0","","False","Vladimir Mikhailovich Komarov","Russian","0","","Air Force Group 1","0","","Deceased"
"","1957-03-30","","0","","0","","False","Yelena V. Kondakova","Russian","0","","Energia Engineer Group 10","0","","Retired"
"","1969-05-26","","2","10h 18m","0","","False","Dmitry Yurievich  Kondratiyev","Russian","0","","Air Force Group 12","0","","Retired"
"","1964-06-21","","3","18h 27m","0","","False","Oleg  Dmitriyevich Kononenko","Ukrainian","0","","","0","","Active"
"42.1","1938-08-16","1980-09-08","0","","0","","False","Oleg Grigoryevich Kononenko","Russian","0","","Buran Group","0","","Deceased"
"","1963-04-09","","3","13h 31m","0","","False","Timothy L. Kopra","American","0","","NASA Group 18","0","","Active"
"","1960-04-15","","2","12h 14m","0","","False","Mikhail Borisovich  Korniyenko","Russian","0","","Energia Engineer Group 14 Supplemental","0","","Active"
"","1984-09-01","","0","","0","","False","Sergei Vladimirovich Korsakov","Russian","0","","Air Force Group 16","0","","Active"
"","1953-03-05","","4","22h 22m","0","","False","Valeri G. Korzun","Russian","0","","Air Force Group 8","0","","Retired"
"","1963-04-20","","0","","0","","False","Sergei Kostenko","Russian","0","","Energia Engineer Group 14 Supplemental","0","","Retired"
"","1965-10-27","","6","12h 51m","0","","False","Oleg Valeriyevich  Kotov","Russian","0","","Air Force Group 11 Supplemental","0","","Retired"
"","1942-03-03","","1","2h 20m","0","","False","Vladimir V. Kovalyonok","Russian","0","","Air Force Group 4","0","","Retired"
"","1942-01-12","","0","","0","","False","Vladimir Sergeyevich Kozelsky","Russian","0","","Air Force Group 4","0","","Retired"
"","1967-01-12","","0","","0","","False","Konstantin Mirovich  Kozeyev","Russian","0","","Energia Engineer Group 13","0","","Retired"
"67.1","1945-02-10","2012-03-02","0","","0","","False","Vladimir Ivanovich Kozlov","Russian","0","","Air Force Group 5","0","","Deceased"
"59.4","1942-11-08","2002-04-13","0","","0","","False","Aleksandr Yakovlevich Kramarenko","Russian","0","","Air Force Group 3","0","","Deceased"
"","1956-09-16","","0","","0","","False","Kevin Richard Kregel","American","0","","NASA Group 14","0","","Retired"
"","1955-07-09","","0","","0","","False","Sergei Vladimirovich Krichevsky","Ukrainian","0","","Air Force Group 10","0","","Retired"
"","1958-08-27","","8","11h 29m","0","","False","Sergei K. Krikalyov","Russian","0","","Energia Engineer Group 8","0","","Retired"
"","1963-06-03","","0","","0","","False","Yuri Yurievich Krikun","Ukrainian","0","","Journalist Group","0","","Retired"
"79.1","1935-01-07","2014-02-19","0","","0","","False","Valeri N. Kubasov","Russian","0","","Energia Engineer Group 1","0","","Deceased"
"","1983-08-23","","0","","0","","False","Sergei Vladimirovich Kud-Sverchkov","Kazakh","0","","Energia Engineer Group 17","0","","Active"
"58.7","1935-06-27","1994-02-24","0","","0","","False","Eduard Pavlovich Kugno","Russian","0","","Air Force Group 2","0","","Deceased"
"","1958-10-05","","0","","0","","False","André   Kuipers","Dutch","0","","1998 ESA Group","0","","Active"
"74.0","1932-01-03","2006-01-16","0","","0","","False","Anatoli Petrovich Kuklin","Russian","0","","Air Force Group 2","0","","Deceased"
"","1956-03-11","","0","","0","","False","Natalya Dmitriyevna Kuleshova","Russian","0","","Female Group 2","0","","Retired"
"","1984","","0","","0","","False","Robb Kulin","American","0","","NASA Group 22","0","",""
"","1941-07-14","","0","","0","","False","Tatyana Dmitryevna Kuznetsova","Russian","0","","Female Group 1","0","","Retired"
"","1962-11-06","","0","","0","","False","Nadezda Vasilyevna Kyzhelnaya","Russian","0","","Energia Engineer Group 12","0","","Retired"
"","1956-11-16","","0","","0","","False","Maureen Cecil LaComb","American","0","","MSE Group 2","0","","Retired"
"","1959-09-02","","0","","0","","False","Guy   Laliberté","Canadian","0","","","0","","Retired"
"","1953-07-09","","0","","0","","False","Irina Dmitrievna Latysheva","Russian","0","","Female Group 2","0","","Retired"
"","1951-04-21","","3","8h 48m","0","","False","Aleksandr I. Laveykin","Russian","0","","Energia Engineer Group 5","0","","Retired"
"","1959-07-02","","0","","0","","False","Wendy Barrien Lawrence","American","0","","NASA Group 14","0","","Retired"
"73.0","1932-11-08","2005-11-12","0","","0","","False","Richard Earl Lawyer","American","0","","USAF MOL Group 1","0","","Deceased"
"62.9","1928-02-23","1990-12-31","0","","0","","False","Vasily G. Lazarev","Russian","0","","Voskhod Group","0","","Deceased"
"","1957-10-30","","0","","0","","False","Aleksandr I. Lazutkin","Russian","0","","Energia Engineer Group 11","0","","Retired"
"","1942-04-14","","1","2h 33m","0","","False","Valentin V. Lebedev","Russian","0","","Energia Engineer Group 3","0","","Retired"
"","1952-08-14","","4","2h 1m","0","","False","Mark Charles Lee","American","0","","NASA Group 10","0","","Retired"
"","1949-05-06","","1","3h 33m","0","","False","David Cornell Leestma""Dave""","American","0","","NASA Group 9","0","","Inactive"
"71.5","1939-03-14","2010-08-26","0","","0","","False","William Benjamin Lenoir""Bill""","American","0","","NASA Group 6","0","","Deceased"
"","1934-05-30","","1","23m","0","","False","Alexi A. Leonov","Russian","0","","Air Force Group 1","0","","Retired"
"","1951-12-19","","0","","0","","False","Fred Weldon Leslie","American","0","","","0","","Retired"
"56.8","1926-10-26","1983-07-30","0","","0","","False","Yuri Aleksandrovich Letunov","Russian","0","","Journalist Group","0","","Deceased"
"47.2","1941-05-21","1988-08-06","0","","0","","False","Anatoli S. Levchenko","Russian","0","","Buran Group","0","","Deceased"
"","1965-06-21","","0","","0","","False","Yang   Li-wei","Chinese","0","","Group 1","0","","Retired"
"","1948-03-19","","0","","0","","False","Bryon Kurt Lichtenberg","American","0","","","0","","Retired"
"","1930-05-18","","0","","0","","False","Don Leslie Lind","American","0","","NASA Group 5","0","","Retired"
"","1973-01-23","","2","15h 4m","0","","False","Kjell Norwood Lindgren","American","0","","NASA Group 20","0","","Active"
"","1960-08-24","","0","","0","","False","Steven Wayne Lindsey","American","0","","NASA Group 15","0","","Retired"
